Protein.IDs	Majority.protein.IDs	Fasta.headers	125amol-12500amol_PValue	25000amol-12500amol_PValue	2500amol-12500amol_PValue	250amol-12500amol_PValue	50000amol-12500amol_PValue	5000amol-12500amol_PValue	500amol-12500amol_PValue	50amol-12500amol_PValue	125amol-12500amol_AdjPVal	25000amol-12500amol_AdjPVal	2500amol-12500amol_AdjPVal	250amol-12500amol_AdjPVal	50000amol-12500amol_AdjPVal	5000amol-12500amol_AdjPVal	500amol-12500amol_AdjPVal	50amol-12500amol_AdjPVal	125amol-12500amol_log2FoldChange	25000amol-12500amol_log2FoldChange	2500amol-12500amol_log2FoldChange	250amol-12500amol_log2FoldChange	50000amol-12500amol_log2FoldChange	5000amol-12500amol_log2FoldChange	500amol-12500amol_log2FoldChange	50amol-12500amol_log2FoldChange	featureAvg	Sample.1_Tr_1	Sample.1_Tr_2	Sample.1_Tr_3	Sample.2_Tr_1	Sample.2_Tr_2	Sample.2_Tr_3	Sample.3_Tr_1	Sample.3_Tr_2	Sample.3_Tr_3	Sample.4_Tr_1	Sample.4_Tr_2	Sample.4_Tr_3	Sample.5_Tr_1	Sample.5_Tr_2	Sample.5_Tr_3	Sample.6_Tr_1	Sample.6_Tr_2	Sample.6_Tr_3	Sample.7_Tr_1	Sample.7_Tr_2	Sample.7_Tr_3	Sample.8_Tr_1	Sample.8_Tr_2	Sample.8_Tr_3	Sample.9_Tr_1	Sample.9_Tr_2	Sample.9_Tr_3
sp|P46992|YJR1_YEAST	sp|P46992|YJR1_YEAST	sp|P46992|YJR1_YEAST Cell wall protein YJL171C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJL171C PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4249597202141	22.5689469641965	22.6179122124004	NA	22.4770180678074	NA	NA	22.5579843423499	NA	21.982174743015	NA	NA	NA	NA	NA	NA	NA	22.4313761965841	22.5504884672478	NA	23.2212260058444	NA	22.6952350894622	22.6110824486107	NA	NA
sp|P47018|MTC1_YEAST	sp|P47018|MTC1_YEAST	sp|P47018|MTC1_YEAST Maintenance of telomere capping protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MTC1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.0201172663344	NA	NA	20.0790055281417	NA	NA	NA	NA	NA	NA	20.7938414105107	21.0177408944565	NA	NA	NA	NA	NA	NA	22.3926255827752	NA	NA
sp|P47044|YJF5_YEAST	sp|P47044|YJF5_YEAST	sp|P47044|YJF5_YEAST LOG family protein YJL055W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJL055W PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4835028771083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P47068|BBC1_YEAST	sp|P47068|BBC1_YEAST	sp|P47068|BBC1_YEAST Myosin tail region-interacting protein MTI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BBC1 PE=1 SV=2	0.178953435682589	0.977931351150882	0.691089562920652	0.700838119865411	0.722942613349825	0.76921484596972	0.59447330920929	0.261797247508419	0.955244671644286	0.991948625721696	0.996848488371953	0.96639879618124	0.941416569193692	0.955065412781196	0.8755394922293	0.916349427908684	-1.08115581827947	0.0217402019610944	0.312932001477726	-0.302506892298375	0.279074053196961	0.25808665299089	-0.419910111978236	0.896320698301661	23.1044574933474	24.1797997760729	22.1463150920066	23.0292973385252	22.8389976705665	23.5880649398777	19.6848821413221	22.7070405817542	23.6310091526965	23.0825830780373	24.0765938115607	23.7343821668565	22.4832322326207	22.8156780206834	22.7911406261414	22.8410728828848	22.6017064172077	23.7619253167434	23.8290026322445	22.9367529451839	NA	23.8163618318677	21.3574575033485	23.7295153639694	23.0087090033521	23.6233260443655	24.0420988589467	24.3789493981975
sp|P47075|VTC4_YEAST	sp|P47075|VTC4_YEAST	sp|P47075|VTC4_YEAST Vacuolar transporter chaperone 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VTC4 PE=1 SV=2	0.990757472459086	0.447030330075082	0.731426198804608	0.766395591188441	0.043368065732126	0.391383856920407	0.296583330073453	0.384220504456495	0.999903620391244	0.991948625721696	0.996848488371953	0.96639879618124	0.581381202724451	0.741358500309985	0.745191399574503	0.951451146279263	0.0105573277239621	-0.55299165356044	-0.22160852438434	0.191729007519804	1.5566227738257	-0.624927754314943	0.6846321823305	0.567660989123066	24.0020231787304	24.7299820458089	23.3412310460313	23.3300557593431	23.8109802781184	NA	NA	NA	23.9566859787256	22.5381766149424	23.0643921460325	23.6830322904897	23.9890188415081	24.3774276725312	23.5673229606019	24.0317052406096	NA	25.7825679640406	24.9315234843997	NA	22.0205242516324	24.3304661405266	24.7845661569375	24.651737569476	24.0188616717613	24.07789794276	23.4816072986167	25.5447465771758
sp|P47079|TCPQ_YEAST	sp|P47079|TCPQ_YEAST	sp|P47079|TCPQ_YEAST T-complex protein 1 subunit theta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCT8 PE=1 SV=1	0.0840459865341393	0.382244803980271	0.593122955856531	0.720323629547845	0.588055869177939	0.484197790473182	0.386972712995331	0.3840703379915	0.955244671644286	0.991948625721696	0.996848488371953	0.96639879618124	0.938361058107928	0.803813389651988	0.799260719159023	0.951451146279263	-1.58085912877937	-0.807076595269251	-0.488403332550504	0.326143240807244	0.571804695013402	-0.605572024922292	-0.798825854505353	-0.80388251693125	21.7580530731914	22.3764741222464	NA	NA	20.718248563286	21.1713331958351	20.49726322128	20.8086845703749	NA	22.3301104835794	21.3383773178028	22.437764261589	NA	NA	22.4071463753534	22.9980883507539	NA	22.9482788172598	NA	22.4274683550308	20.7544210607771	22.1308168761644	21.7995045586669	21.3557919768152	NA	NA	22.4411377423922	20.7040454682381
sp|P47089|DENR_YEAST	sp|P47089|DENR_YEAST	sp|P47089|DENR_YEAST Translation machinery-associated protein 22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMA22 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8858021100704	21.8302026040411	21.8015583861041	22.2758289643096	21.8797956132033	NA	21.617149961114	22.2154607171995	22.1395550994202	21.934271089704	21.9087752112148	NA	NA	21.8314015785822	22.2838468692702	NA	NA	NA	22.0313013977254	NA	22.2410358281324	22.1048879228602	NA	21.9787928393417	21.6635772134626	21.6355108908923	21.7846859605477
sp|P47117|ARP3_YEAST	sp|P47117|ARP3_YEAST	sp|P47117|ARP3_YEAST Actin-related protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARP3 PE=1 SV=1	0.392239919711039	0.556360395219415	0.0987764458907872	0.480549732226378	0.903908303752231	0.138963861834925	0.517542414423269	0.658800936052362	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.973738058076178	0.557603019455908	0.843071693229209	0.976922268263226	-1.03744013845406	-0.709584104408965	-2.90931963483353	-0.852661207364928	0.144974054662072	-1.8303330800644	-0.781380494907697	-0.531555109630563	24.6609520015363	25.4423722896825	25.4608897946699	25.4439851052971	25.7657488387605	25.774622801322	21.6945551342048	25.4874153935973	22.9470126147112	25.7840668681141	22.5397627617163	NA	NA	25.6557276736688	22.6561533617327	25.4773825321532	25.5838542776011	25.553298126487	25.6450169495476	22.3879804857223	22.9148814403913	25.5533860233427	25.6294257728199	25.6667657787083	22.7069141533982	25.734330478662	22.9584925358043	26.0597588462915
sp|P47120|DOHH_YEAST	sp|P47120|DOHH_YEAST	sp|P47120|DOHH_YEAST Deoxyhypusine hydroxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LIA1 PE=1 SV=1	0.868227301946905	0.0837284984473441	0.915745524441172	0.827838273333885	0.449573817474059	0.94191918239571	0.802312242177853	0.885838443532671	0.999903620391244	0.991948625721696	0.996848488371953	0.96639879618124	0.878263525860902	0.994830556041581	0.937992052411188	0.976922268263226	-0.084481818884651	0.935409549779752	-0.0681192486930975	0.110782145797351	0.348149977775904	-0.0370828511629995	0.127570936557898	-0.073096892400752	22.0106047735271	22.0225574577389	21.8920061411025	21.6539034337387	21.7307802402998	21.8125674769843	NA	21.6473301808835	NA	23.9358002737294	NA	21.7880364288336	NA	21.9062814191203	NA	22.0275942275278	22.4725877224577	21.9992761154279	22.1410531280222	21.9290416412951	NA	21.7091040114323	22.0838493548376	21.8836038733316	NA	NA	21.5761632299274	21.9899543403245
sp|P47122|GPN1_YEAST	sp|P47122|GPN1_YEAST	sp|P47122|GPN1_YEAST GPN-loop GTPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NPA3 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.8988109701123	21.0097684892455	20.8634785068459	21.1448847413952	21.1833179544214	21.0011332644175	NA	NA	NA	20.7364481775788	NA	21.2544196936998	NA	21.2105048840034	20.867556265761	NA	NA	NA	NA	NA	NA	21.3106349686051	NA	20.9348109868129	21.1876130431506	21.247888119827	21.603360117807
sp|P47123|MOG1_YEAST	sp|P47123|MOG1_YEAST	sp|P47123|MOG1_YEAST Nuclear import protein MOG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MOG1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.3668771215868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P47124|HOC1_YEAST	sp|P47124|HOC1_YEAST	sp|P47124|HOC1_YEAST Putative glycosyltransferase HOC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOC1 PE=1 SV=3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.2677805348741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.2573866916449	NA	NA	NA	NA	NA	NA
sp|P47137|YJ66_YEAST	sp|P47137|YJ66_YEAST	sp|P47137|YJ66_YEAST Uncharacterized oxidoreductase YJR096W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJR096W PE=1 SV=1	0.812143227344087	0.793152163529441	0.628280937019643	0.708719804368602	0.93485106637863	0.767286203414613	0.770595183006288	0.521889334743546	0.999903620391244	0.991948625721696	0.996848488371953	0.96639879618124	0.984881192631321	0.955065412781196	0.937992052411188	0.971868722097509	-0.140167999968103	0.133995215945447	-0.287499341468003	-0.191418431158258	-0.0481183518346029	-0.1747394457451	0.149099968519792	-0.33159757951665	23.4527168236697	23.5396681153186	NA	NA	NA	23.3995001153505	NA	23.4155777675939	NA	23.9317488949342	NA	23.2521687738506	NA	23.3564906575349	NA	23.3400087107858	NA	NA	23.491549763484	NA	NA	23.3649286695735	NA	23.5230086341165	23.8545275335603	NA	23.2782418544087	23.1378992171952
sp|P47143|ADK_YEAST	sp|P47143|ADK_YEAST	sp|P47143|ADK_YEAST Adenosine kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADO1 PE=1 SV=1	0.353773062021412	0.32613518151267	0.62559910496719	0.0890812195731456	0.586298819412636	0.407593233578335	0.252677030907603	0.0561038840604342	0.999903620391244	0.991948625721696	0.996848488371953	0.816460660630293	0.938361058107928	0.745676765041637	0.708261374513737	0.587502936859264	0.470167391429634	-0.498505701230833	0.245519988384068	0.884017895882501	0.274032065474632	0.418995381870868	0.583184618584632	1.00264376610346	25.7632866759759	26.2212555121292	24.9523374344187	24.9895819458802	26.5923489033567	25.667334424527	25.3139937388333	25.9722856922315	24.4218177799513	24.2735543165528	26.1137642591315	25.9250844342129	24.8608861642359	26.3665136547151	26.1974742350893	26.2512406902712	26.1220846655397	24.7095668249928	26.1536195983195	26.0917425376544	25.2571348778756	26.0712836225107	25.7718555469599	25.7992179753419	26.3416552258802	26.0944230975147	26.6661427188667	26.4105403743571
sp|P47165|XPT1_YEAST	sp|P47165|XPT1_YEAST	sp|P47165|XPT1_YEAST Xanthine phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=XPT1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.0406616286042	NA	21.160110235777	21.2440014061334	21.2141269877517	20.9340910790929	21.2285251435763	21.9965548609177	NA	21.5511693880443	NA	NA	NA	NA	NA	NA	21.5337403600776	21.9575895400385	NA	NA	21.1235101619457	NA	NA	NA	22.9062814191203	21.1509694514824	21.0297185904162
sp|P47176|BCA2_YEAST	sp|P47176|BCA2_YEAST	sp|P47176|BCA2_YEAST Branched-chain-amino-acid aminotransferase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BAT2 PE=1 SV=1	0.878424788283191	0.469329848649328	0.666193659649335	0.107584922656841	0.702041573709181	0.0419905510214814	0.0431656849212401	0.196058602245883	0.999903620391244	0.991948625721696	0.996848488371953	0.816460660630293	0.938361058107928	0.407417107404893	0.455175543356568	0.844425146967836	-0.0644174994440441	0.274297865632768	0.162823333099968	0.626585409284633	0.144325755736038	0.808163457950002	0.8030921509209	0.497439095634036	25.8910868650806	25.7565145848128	25.3230613593049	25.4604523965988	25.7927547541429	25.1050958074467	NA	25.7435532886758	25.9158616947804	25.7035069541586	25.8394927260635	26.1489544057042	25.0400512082487	26.3708260005006	25.747400135789	26.3015584322808	25.5426819180852	25.3314574133835	26.0988662764559	25.8341245746688	27.1242559131037	26.006138226794	26.9111366694194	25.8884383676405	26.1497297564193	26.2073578581223	25.7571252601597	26.0678625093366
sp|P47771|ALDH2_YEAST;sp|P54114|ALDH3_YEAST	sp|P47771|ALDH2_YEAST;sp|P54114|ALDH3_YEAST	sp|P47771|ALDH2_YEAST Aldehyde dehydrogenase [NAD(P)+] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD2 PE=1 SV=2;sp|P54114|ALDH3_YEAST Aldehyde dehydrogenase [NAD(P)+] 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) 	0.839346723584388	0.851693938989044	0.652155670138809	0.068341888063054	0.921374415373129	0.0799335593484719	0.129502415133177	0.941185543774843	0.999903620391244	0.991948625721696	0.996848488371953	0.816460660630293	0.980736503330427	0.487080266375178	0.616258414991319	0.990940427813729	0.164062631264414	-0.135315380437163	0.326960836783009	1.37682334550178	0.0714154969569094	1.31823464049797	1.12989823339427	-0.0533799183389974	24.12740649126	25.1001704938094	23.8825034976387	21.9650796716855	23.8062671886506	23.8203605159673	NA	23.5646509796521	22.4358330106734	24.5413235314966	24.7707723574211	24.7735416882514	22.3843221278101	25.153986752842	24.9665765631314	24.9576603836655	24.375639248432	23.2508396601422	23.5355212454301	25.161233392736	24.8816169917077	24.8596072001838	24.9957185084455	24.8230363636749	24.518693491196	23.4926502640559	22.5471025751533	24.7478610689074
sp|P48164|RS7B_YEAST	sp|P48164|RS7B_YEAST	sp|P48164|RS7B_YEAST 40S ribosomal protein S7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS7B PE=1 SV=1	0.960657945956835	0.522798052957766	0.918719403615796	0.733289687935721	0.474032607331966	0.323762245875019	0.737306570123453	0.178641951113654	0.999903620391244	0.991948625721696	0.996848488371953	0.96639879618124	0.890189076748825	0.69411428507294	0.929413542148138	0.836795773080887	0.0241876240680057	-0.314904572583227	0.0500428967300337	0.167317556979569	-0.353246667336162	-0.4896327013027	0.164692903461972	-0.674272832698328	26.3693973003987	26.7362158990183	26.4011941078254	26.4460538252461	26.851980977485	26.4974551081104	26.3065906186984	26.6996205306861	26.6532146477426	25.2859149359114	26.8402614075667	26.814211618686	26.0791194960272	27.067226558693	26.4826538674264	26.5355360769091	25.2136747217904	26.5366331834569	26.773415924834	26.7165959315596	25.1903512856249	26.2076185109972	26.1531363578626	27.0545518234049	26.8698543612082	26.3496066821596	24.9291319649791	26.2819066868561
sp|P48360|ADRO_YEAST	sp|P48360|ADRO_YEAST	sp|P48360|ADRO_YEAST Probable NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARH1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2239969622109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P48562|CLA4_YEAST	sp|P48562|CLA4_YEAST	sp|P48562|CLA4_YEAST Serine/threonine-protein kinase CLA4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CLA4 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.5056700774136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P48563|MON2_YEAST	sp|P48563|MON2_YEAST	sp|P48563|MON2_YEAST Protein MON2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MON2 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.8729002837616	NA	NA	NA	NA	23.1995088046354	NA	22.7421967540321	NA	NA	NA	NA	NA
sp|P48589|RS12_YEAST	sp|P48589|RS12_YEAST	sp|P48589|RS12_YEAST 40S ribosomal protein S12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS12 PE=1 SV=1	0.191462567220886	0.449964144938799	0.553459885246909	0.979171128731928	0.938019628825929	0.303006972289931	0.622186353586112	0.567785758853997	0.957181034026146	0.991948625721696	0.996848488371953	0.986413874624582	0.984881192631321	0.69411428507294	0.885365663740896	0.97520638142141	-1.08308371429369	0.617711945751775	-0.483224732539295	-0.0211990820435233	-0.0631425379858577	-0.847260849912761	-0.401286908206124	0.465740752369804	26.7979909576561	27.581615048171	27.2438162359947	26.1737899644225	26.549528175074	27.6111190424811	23.589322888152	27.4239826046609	27.8377376370152	27.5906368441674	27.3309960435091	27.2624854474388	24.9560655600224	27.3402804303536	27.0548622918343	26.5404812802697	27.7514283161078	26.0554416542015	27.0029236643213	26.5960514096889	24.5862332366754	27.2751540524856	26.6250555268235	26.6764024068237	26.4939025903226	27.3211353810869	27.388785263232	27.6865228613787
sp|P48606|TBCA_YEAST	sp|P48606|TBCA_YEAST	sp|P48606|TBCA_YEAST Tubulin-specific chaperone A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RBL2 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.0030566749084	20.9494904773214	NA	22.170080312525	21.1779766565706	20.7856440314457	21.2825183556344	21.2653929960226	NA	21.0862165821972	NA	NA	NA	21.3678370340436	NA	NA	21.600958231337	NA	21.0369784633643	NA	22.4071982521978	NA	NA	NA	NA	21.5314576142834	21.3538015700072
sp|P48836|VATG_YEAST	sp|P48836|VATG_YEAST	sp|P48836|VATG_YEAST V-type proton ATPase subunit G OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA10 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5264992391366	21.7565400347804	21.6060744173895	NA	NA	NA	NA	18.7279005174178	NA	NA	17.9540145077225	17.985597376621	17.0706450843703	NA	NA	21.9762424569563	NA	NA	21.7280417329289	NA	NA	NA	NA	NA	NA	NA	NA
sp|P49089|ASNS1_YEAST	sp|P49089|ASNS1_YEAST	sp|P49089|ASNS1_YEAST Asparagine synthetase [glutamine-hydrolyzing] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASN1 PE=1 SV=2	0.162485354604442	0.374200500068864	0.314512952533436	0.328539114386214	0.655680517114499	0.25055846785706	0.235685865611686	0.144779792457019	0.955244671644286	0.991948625721696	0.996848488371953	0.963284306364745	0.938361058107928	0.660672908247357	0.681279455283781	0.821157380899813	0.508255473488038	0.318763627104506	-0.361776406197034	0.351194126046835	-0.158792346074897	0.414854381468871	0.428611623121505	0.531773659735105	26.041624723936	25.9728115515561	25.7230701095159	25.7513644645049	26.6603054126902	26.283497193089	26.0282099402618	25.8433799713902	25.9678081321435	26.5923489033567	25.7111697466548	26.0294321525133	24.6213150078177	26.1785466289389	25.9485328156121	26.3737490591664	26.3166371615214	25.2363351265949	25.4178967992359	26.5084987883141	26.2463194668845	25.9369910147849	26.5482203278047	26.1601756490289	26.0246850181078	26.4957028127824	25.9622357055711	26.5846285864287
sp|P49090|ASNS2_YEAST	sp|P49090|ASNS2_YEAST	sp|P49090|ASNS2_YEAST Asparagine synthetase [glutamine-hydrolyzing] 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASN2 PE=1 SV=2	0.202106825666453	0.0307714617416898	0.0754498745149443	0.0310436600511265	0.150401557385581	0.0258266615402041	0.0391276912874729	0.164352345803928	0.957181034026146	0.991948625721696	0.996848488371953	0.816460660630293	0.771957824129573	0.407417107404893	0.455175543356568	0.821157380899813	0.859999716262369	1.5156600349066	1.36714050385932	1.51289749526787	0.975166783983909	1.57023688842847	1.43960181270483	0.941285273775836	24.7903575403307	24.7648128861302	22.9278669185137	23.3116053136127	25.5520083569759	25.1382508605603	22.8940250495075	25.0680881018747	25.503154373794	24.9800227473077	24.842445109861	25.2280259766954	NA	25.3487797438835	24.7576593891268	25.4365384710499	25.5273109087986	23.25954329433	25.1429312670797	25.3869286711923	24.7110909560679	25.6169761562818	24.9082071524975	25.3525898434306	25.062293560443	24.1454601615869	23.975350506375	25.7073302716222
sp|P49167|RL38_YEAST	sp|P49167|RL38_YEAST	sp|P49167|RL38_YEAST 60S ribosomal protein L38 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL38 PE=1 SV=1	0.214767053084902	0.802226660027409	0.0560618734501905	0.222466712833408	0.127855355292293	0.0490170642020939	0.0221657114332211	0.917438978681038	0.967215933188181	0.991948625721696	0.996848488371953	0.891168828210225	0.771957824129573	0.418461924157896	0.452998107923082	0.978978053499974	1.07335530886121	0.189976925775998	1.70195427466166	0.943467339333534	1.19098784637814	1.5733192952058	1.8635502926969	-0.0785703311881001	24.571056217983	25.2037410979683	22.8507179326118	22.9468520307707	25.55549394293	23.9254240490263	NA	22.9635283107217	23.3227863769271	25.28492715103	25.4615768666798	25.2765390568774	NA	25.4272637319482	22.930684647883	25.4737646995202	25.6384858515365	23.5228889431519	25.4128998057968	25.3100801925779	25.2336682379008	25.1775205164895	25.503366711034	25.5127088807457	25.5758863476618	23.5771549552378	23.5806091349586	23.6078359775901
sp|P49334|TOM22_YEAST	sp|P49334|TOM22_YEAST	sp|P49334|TOM22_YEAST Mitochondrial import receptor subunit TOM22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOM22 PE=1 SV=3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.0099734611917	21.7743463146196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P49435|APT1_YEAST	sp|P49435|APT1_YEAST	sp|P49435|APT1_YEAST Adenine phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APT1 PE=1 SV=3	0.997204103851839	0.618729026493679	0.632489306769744	0.751341810269997	0.781807187692195	0.955342237432232	0.85124312403108	0.319408220149913	0.999903620391244	0.991948625721696	0.996848488371953	0.96639879618124	0.941416569193692	0.994830556041581	0.95442410876212	0.932644752407914	-0.00587951393129771	-0.727406207957603	-0.698695164859796	-0.461539650510204	-0.465560410330099	-0.0767237828862299	-0.257130419612501	-1.48155113812215	23.4469218676061	23.9299446237624	NA	NA	23.9240651098311	NA	NA	21.6817462749172	NA	24.7233305566924	22.7610528436774	23.7014460741278	NA	23.5022743578612	NA	23.4345355886432	23.4643842134323	NA	NA	23.8678767117678	25.0391727532044	22.6526130576563	24.8569983905679	23.4992356966408	22.662208525241	NA	21.1443246527278	23.7524623185527
sp|P49573|CTR1_YEAST	sp|P49573|CTR1_YEAST	sp|P49573|CTR1_YEAST Copper transport protein CTR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CTR1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.458298464732	19.3356869309188	19.0319811349118	NA	19.386712954467	19.4536243184851	19.076528574045	20.2026356188152	19.6001960432198	19.1574110861761	19.0005557408753	19.1370361555578	19.300012869198	19.4268134589814	19.432452185873	NA	NA	NA	19.4836504799773	19.366151430577	19.2448608652749	18.5429109459691	19.0026172642476	21.4980427930873	NA	NA	18.9178848388305
sp|P49723|RIR4_YEAST	sp|P49723|RIR4_YEAST	sp|P49723|RIR4_YEAST Ribonucleoside-diphosphate reductase small chain 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RNR4 PE=1 SV=1	0.489278624772018	0.810728383646343	0.293640211927369	0.836989850974822	0.216132858155385	0.656422714220729	0.883505728199815	0.807303054595174	0.999903620391244	0.991948625721696	0.996848488371953	0.96639879618124	0.803037658728549	0.900892993092499	0.972908093553368	0.976922268263226	-0.273261382541065	0.0941591757364009	-0.418215453185031	0.0808783152985342	0.495166029601904	-0.175205286531501	0.0575848209799368	-0.0958995923948684	26.5157962598856	26.5404664995426	26.5346013958238	26.5505853419689	26.737118994535	26.2079349547623	25.8608151404148	26.1959173326753	27.0050675016144	26.7071459302548	26.4517393458191	26.6616650349196	25.2576024970415	26.9373053861373	25.706724490088	27.2242583070056	27.4123991532009	26.6317308194308	27.0670213535093	26.4069939763343	26.6071022555497	26.0859411458568	26.6448519695549	26.6158262743831	26.5377294563371	26.5391356136057	26.10105267992	26.697766166625
